epoch,0_percent,25_percent,50_percent,75_percent,100_percent
1,0.4082174084600844,0.2844449645005374,0.18167797474889552,0.09606209898467202,0.04387554530243206
2,0.5255072027324863,0.39730826671837244,0.26600534289944794,0.17229473679502105,0.10722582315138598
3,0.6184167890101131,0.5007235158345162,0.3728981279760507,0.2906694677747643,0.2807310808303413
4,0.712178409735636,0.6103656854946466,0.5016685391894918,0.44387929352625743,0.489448965451731
5,0.7951580905347383,0.7037109860339391,0.6149649815387133,0.5701168817893149,0.622482942545532
6,0.8473384709138484,0.7639620357547026,0.6836545892417308,0.6448542741649389,0.6918279874257836
7,0.8773715161811331,0.7985851593340758,0.7246010096143302,0.6863207115592186,0.731204206595665
8,0.8957095519655768,0.8193372573724655,0.7512507097468102,0.711454344464098,0.7579734843241149
9,0.9071097969647954,0.836310134532075,0.7705103705118669,0.7301132641795255,0.7751249529350788
10,0.9158268950094216,0.8481283046810416,0.7821715830683121,0.7450691058660265,0.7888319315491811
11,0.9229625068919777,0.8551688643736314,0.7915519314310933,0.7543331471245744,0.8012706345564636
12,0.9265465963071143,0.8618809466083853,0.7993402103476338,0.7655123379475661,0.8083013027362698
13,0.9277036289549868,0.8655424556793275,0.8053880100337257,0.7739388721953364,0.817992786078224
14,0.9321684959353216,0.8736977008735882,0.8123148353894023,0.778118243541196,0.8223484581225547
15,0.9336207543348765,0.8759772626379544,0.8171135833563058,0.7850242806120901,0.8279310572082702
16,0.9348834276314,0.878557345651003,0.8194937687238167,0.7894679659538889,0.8325989354572294
17,0.9365695930793437,0.879697092554062,0.824353244570418,0.791279009610373,0.8356900274276277
18,0.9372476436358026,0.8855967065112039,0.8237330947910716,0.7947274307825273,0.8377752959020184
19,0.9380116380967932,0.8855951835233355,0.8241854331671724,0.7961217531195343,0.8426625238285802
20,0.9380091300034169,0.8884694375910036,0.8304461906707503,0.8022172801784886,0.8442877052091555
21,0.9387204244751336,0.8890755980018235,0.8314845283839181,0.8030111266305832,0.8460643208210545
22,0.9420629254876428,0.8918919748521771,0.8337406995915926,0.8060858536822338,0.8468677757277377
23,0.9402862529081881,0.8916554192173684,0.8352434467544414,0.8058618543364451,0.8486803579975921
24,0.9405632221467339,0.8932868055577803,0.8377671987043556,0.8074309071411997,0.8498671057405112
25,0.9438308410361906,0.8955250980776791,0.8364698363127977,0.8126896754367007,0.8517439311228471
26,0.9438088874416075,0.8946580048800877,0.8387665958573437,0.8121292954548704,0.8534521946736089
27,0.9442712097835212,0.8967402302085441,0.8404479445329484,0.8109238486485162,0.8537218752967327
28,0.9442224414315725,0.8930167026851997,0.840191545286741,0.8138053853652105,0.8538158459646797
29,0.9424590438468676,0.8949955959349098,0.842355632580911,0.8184740303259107,0.855596924124632
30,0.9450379515796252,0.8977249594040528,0.8424541066200922,0.8198937196097101,0.8552308134568096
31,0.9465823096668677,0.8983444889390662,0.8418846167569999,0.8190857951326543,0.8573199537558593
32,0.9468635890650752,0.8979459295247721,0.8425328352439567,0.8189575404561975,0.8571618688259132
33,0.944689409077993,0.8988531795868974,0.8455599130641238,0.8184719010753898,0.8570504773187446
34,0.9464906499551383,0.8956702045760113,0.8459783067096587,0.8147818418110707,0.8590510594923396
35,0.9471135306399061,0.8976572353337758,0.8458343829521386,0.8203383011228419,0.8585671138986843
36,0.94693845294029,0.8976127964483318,0.8494875571249846,0.8207910393146535,0.8612895751982766
37,0.9469351681934735,0.8981812994849178,0.8484401695342506,0.8218792327412833,0.860948750632033
38,0.9440274997709791,0.898838839083929,0.8481175230922722,0.8239239672925408,0.8615966759392603
39,0.945863452041893,0.9000897182690477,0.8487343282116233,0.8214760776825748,0.8614337560767273
40,0.9458370350722628,0.8999212222234401,0.8476877216374514,0.8237966872747947,0.8611874802791685
41,0.9462322212839485,0.8987619073100438,0.8490638247895325,0.8237367658403092,0.8622639185017957
42,0.947479208297351,0.9006555104074674,0.8510069001113366,0.8267956171207591,0.862264454463854
43,0.946715547843498,0.8954614488981022,0.8491972436070969,0.8208370840808199,0.8627923184942473
44,0.9461038401785636,0.89995154066705,0.8484238918806087,0.8197791329442032,0.8632378381671442
45,0.9476375406012578,0.9004465504952617,0.8471702787760583,0.8228895236412476,0.863253529643291
46,0.9480148889672887,0.8987206865266352,0.8510599038611115,0.8215861115338466,0.8629754558947529
47,0.9463546564108476,0.899470961543319,0.8515861242996093,0.8231447172727137,0.8638587692666446
48,0.9477690516360552,0.9001148800373598,0.8519127066368019,0.8256598608504836,0.8639463565024559
49,0.946940050825959,0.898676993579943,0.8537775309674112,0.8222163769442322,0.8649877833212725
50,0.9505793329767406,0.8958559530697993,0.8521822635097543,0.8227936038153145,0.8646362962053719
