epoch,0_percent,25_percent,50_percent,75_percent,100_percent
1,0.6419620925868479,0.5349172792268854,0.5549242251748208,0.5850636874462393,0.5852116504603311
2,0.8466570257341672,0.8200522166150636,0.8741446903517442,0.927014559164054,0.905384416212908
3,0.9031991822689498,0.8998252772184755,0.9353725650788431,0.9657922840421309,0.9500096733097597
4,0.9390086880112556,0.9359293790141004,0.9564380055726184,0.9737695544111405,0.9650204366503673
5,0.9584581583247863,0.956811755172713,0.9683125231481913,0.9781693025174054,0.9732067512638688
6,0.9674727544199936,0.967734148081019,0.9750822940587232,0.9804851556453357,0.9778023133981636
7,0.9720471976849863,0.9735183101890609,0.978288791019546,0.9814307559074144,0.9802770365372798
8,0.9746069365921985,0.9769352430688634,0.9804150934555302,0.9828528947102781,0.9818114823340977
9,0.9767321527990026,0.9792037118088291,0.9819015891399027,0.9839443876434517,0.9828584110284339
10,0.9779327101097152,0.9804580167929796,0.9824402233747266,0.9841177171337316,0.983193485498208
11,0.9785849507576863,0.981773479762535,0.9830662201526511,0.984268015592908,0.9839745863876411
12,0.9794878819703403,0.9826688068685,0.9839180069835536,0.9846379076362806,0.9844955086982167
13,0.9801928831373764,0.9833296674674049,0.9841372546901039,0.984932041304526,0.9846765778853553
14,0.9804443993763705,0.9834834799240784,0.984623181570658,0.9858414532975722,0.9850161420443208
15,0.9809692115055015,0.9840452425974561,0.985234507505346,0.9863735676991269,0.9853036020960112
16,0.981460647792895,0.9843963563233921,0.9854810845262119,0.9864103243229398,0.9856495604243459
17,0.9818038837660608,0.9845387689327151,0.9855079557532429,0.9860493632360474,0.9855951137152267
18,0.982087387380534,0.9847553553374846,0.9854462522779183,0.9860130511844387,0.9859755024039565
19,0.9822587723192203,0.9850849605205508,0.9859494289732379,0.98705118168695,0.9860160570111054
20,0.9824549386709286,0.9851737506076544,0.9862749594236583,0.9873619910657327,0.9860374807180236
21,0.9822761572477585,0.9854735915539085,0.9862689947822625,0.9871629350115638,0.9862966398589128
22,0.9823918386603391,0.9856529543735867,0.9864113010243357,0.9874630302724711,0.9866956552751646
23,0.9828088659380683,0.9856481639214051,0.9864315164126105,0.98743989144528,0.9864763480586682
24,0.9827040534798023,0.9861665037006074,0.9863301840529367,0.986990248400853,0.9864090659895449
25,0.9828131975163347,0.9860668797321867,0.9863788146402146,0.9869875437854846,0.9868522508364591
26,0.9831181249350063,0.9861614232393726,0.9866390034326991,0.9870810376850718,0.9867401141299381
27,0.9833200973290336,0.9863809014441554,0.987034004604986,0.9876023351468609,0.986910031901829
28,0.9833731144147869,0.9865504030374103,0.9866967244464002,0.9868946905211573,0.9868715995359104
29,0.9834273347490631,0.9864740226024077,0.987119257790698,0.9878175743922645,0.9867620723201699
30,0.9834610228775866,0.986591860366829,0.9866540389333889,0.9870285992911653,0.9870018402828116
31,0.9834615906442536,0.9866427847764699,0.9868075672499858,0.9872670623892182,0.9872008038084572
32,0.9834560642073141,0.9866992870286379,0.9873555707904799,0.9883929792008662,0.9871542762890781
33,0.9833344114785685,0.9867947286673395,0.9870763042501858,0.9879408743947569,0.9870817656607663
34,0.9838517413843828,0.986834797880339,0.9870603447062541,0.986831738521564,0.9869944049200908
35,0.9836889922897569,0.986782250020922,0.9870761292388733,0.9875385838304226,0.987298965559182
36,0.9837677571859378,0.9870171702262164,0.9868376697335884,0.9869820836460338,0.9870891752080247
37,0.9836981539792102,0.9868373318382644,0.9868788520348765,0.987575377346225,0.9872515923725526
38,0.9839746760312592,0.9872287300641375,0.9873432575608548,0.98803871198931,0.9871624825095778
39,0.9837085056386806,0.987233310300606,0.9870099746175108,0.9876115950653174,0.9875124849582044
40,0.9838538271705138,0.9872723525063059,0.9872899801439619,0.9876278029358694,0.98725896370734
41,0.9840122545662969,0.9872214242271814,0.9870368970722446,0.9872851321887811,0.9873373235048236
42,0.9841724757565344,0.9871777679011395,0.9874703655188316,0.9876035772621917,0.9875365390508076
43,0.9837037375247794,0.9874327863906719,0.9875558144324419,0.9879418881754606,0.9874537754527157
44,0.9842608349416565,0.9876143411858805,0.987556691745359,0.9878892282388961,0.987383719105563
45,0.9841345147561571,0.9874218792505588,0.9872270962493914,0.987420450196364,0.9875438978289773
46,0.9840306477650134,0.9874468660386798,0.9874979620711548,0.987976115585068,0.9876668329093762
47,0.9841414717626925,0.9872813223133224,0.9877724769723665,0.9885824534458152,0.9875777158619267
48,0.9842064064975876,0.9873591747311244,0.9874441178069019,0.9877187805147125,0.9875166192053141
49,0.984039159427018,0.9874756948807698,0.9872796974501258,0.9873008173323746,0.9877133265023756
50,0.9844527142473268,0.9874492830981992,0.9878759807264855,0.9883776850530536,0.9874885396770515
