epoch,0_percent,25_percent,50_percent,75_percent,100_percent
1,0.6199,0.4882,0.38420000000000004,0.0009,0.0004
2,0.6151,0.5424,0.30329999999999996,0.0001,0.0014000000000000002
3,0.7093,0.6413,0.36700000000000005,0.0,0.0013
4,0.7317,0.6014,0.3921,0.0,0.001
5,0.6853,0.5887,0.34619999999999995,0.0004,0.0021
6,0.7297,0.6195,0.3642,0.0,0.0003
7,0.7027,0.6161,0.4241,0.0001,0.0011
8,0.74,0.6478,0.4012,0.0002,0.0012
9,0.7232999999999999,0.6661,0.3864,0.0002,0.0012
10,0.6981,0.5876,0.39909999999999995,0.0,0.0026
11,0.7398,0.6259,0.3908,0.0,0.0017000000000000001
12,0.7103,0.6487999999999999,0.44799999999999995,0.0,0.0016
13,0.7322,0.6437999999999999,0.5089,0.0,0.001
14,0.7384999999999999,0.647,0.34740000000000004,0.0,0.0008
15,0.7,0.6214,0.4285,0.0001,0.0025
16,0.7412000000000001,0.6667000000000001,0.3993,0.0,0.0009
17,0.6978,0.6356,0.4053,0.0,0.0021
18,0.6997,0.6202000000000001,0.4018,0.0009,0.0025
19,0.7268000000000001,0.619,0.42590000000000006,0.0,0.0009
20,0.7156,0.5982,0.3978,0.0001,0.0017000000000000001
21,0.7247,0.6325999999999999,0.42560000000000003,0.0001,0.0003
22,0.7173999999999999,0.6211,0.3328,0.0,0.0006
23,0.6837000000000001,0.6172,0.37479999999999997,0.0,0.002
24,0.7342,0.6462,0.353,0.0,0.0005
25,0.6995999999999999,0.6412,0.3737,0.0,0.0008
26,0.6940999999999999,0.6019,0.4057,0.0001,0.002
27,0.7094,0.6394,0.3786,0.0001,0.0014000000000000002
28,0.6962999999999999,0.5753,0.3697,0.0001,0.0007000000000000001
29,0.7317,0.6414,0.3764,0.0,0.0004
30,0.7161,0.6345000000000001,0.3961,0.0,0.0008
31,0.6527,0.5717,0.34020000000000006,0.0003,0.0019
32,0.6973999999999999,0.6039,0.4171,0.0,0.001
33,0.6962999999999999,0.5760000000000001,0.368,0.0,0.0002
34,0.7184,0.5936,0.4239,0.0,0.0006
35,0.7076,0.6031,0.37689999999999996,0.0003,0.0002
36,0.6648999999999999,0.5760000000000001,0.3629,0.0002,0.0013
37,0.6958,0.5932,0.3599,0.0,0.0002
38,0.6794,0.6012,0.4207,0.0,0.0002
39,0.6864,0.5865,0.36719999999999997,0.0002,0.0002
40,0.7051999999999999,0.6172,0.3934,0.0001,0.0001
41,0.6851999999999999,0.5713,0.3171,0.0018,0.0002
42,0.7079000000000001,0.6074,0.3732,0.0,0.0001
43,0.6959000000000001,0.6049,0.3849,0.0005,0.0002
44,0.6607,0.5414,0.3295,0.0005,0.0006
45,0.7086,0.5928,0.3458,0.0,0.0
46,0.6712,0.5547,0.33549999999999996,0.0001,0.0008
47,0.7005,0.626,0.3851,0.0001,0.0002
48,0.6931999999999999,0.6083,0.3381,0.0,0.0001
49,0.6481,0.5531,0.2916,0.0001,0.0002
50,0.6936,0.6175999999999999,0.3996,0.0002,0.0002
