epoch,0_percent,25_percent,50_percent,75_percent,100_percent
1,0.45595333511545183,0.4149232424660054,0.3790609657794383,0.19648042762157156,0.11495862277786074
2,0.6275392144460846,0.59924591167785,0.576398928889337,0.3822405399827549,0.49195551839851087
3,0.7167782980528662,0.6847465053745346,0.7090744133911301,0.5854377559362697,0.7064922128529509
4,0.763219640483625,0.757510816514173,0.7752681812255677,0.6839438282618835,0.7726853210368959
5,0.8113439639368235,0.7947244909196276,0.8066590839876111,0.7290117373432435,0.8038464796557371
6,0.8182682953562793,0.8144318072355298,0.8260769203013787,0.7578944975741255,0.8195068744634726
7,0.8236260127715616,0.8308730142773714,0.838409238375823,0.7780825859877619,0.829882513950875
8,0.8431459029466977,0.8394990174773547,0.8474652630590873,0.7854207797704832,0.8366488658595947
9,0.8361547741259135,0.847412567995424,0.8522888233508256,0.7976028425495011,0.8409442594015094
10,0.8388335594036457,0.85294211244098,0.85750267844775,0.7999926516839009,0.8435564625264748
11,0.8531200694593426,0.8543650508020532,0.8596703284304018,0.8039104761729999,0.8473447576888993
12,0.8435261184808478,0.8622316417891392,0.8617512175325246,0.8120603133563774,0.8494261887818632
13,0.8462459528148295,0.8519754397513913,0.8653423734775254,0.8113023256358131,0.8519559720789261
14,0.8585685009401726,0.8624083925099763,0.8674467399172086,0.8131785804106779,0.8538566286993908
15,0.8464690098169515,0.8624510632760056,0.8686237405563019,0.819698916232976,0.8546668495043498
16,0.8204310389702464,0.8684033256422012,0.8692724756178936,0.8177378245493345,0.8549402515056079
17,0.8586123189210944,0.8680729442348809,0.8720936847433931,0.8233029376180465,0.8568269823886554
18,0.8582668171109556,0.8672646995886074,0.8723573293823585,0.8209961683184493,0.8574051934937922
19,0.8513720793802534,0.8700361999290732,0.8740163568620706,0.8213270867366748,0.8587190689338406
20,0.8631069947836477,0.8689750999337363,0.8740433504587284,0.8270841461653358,0.8597609128381594
